,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
1550,2023-02-23 16:38:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1551,2023-02-23 16:38:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1552,2023-02-23 16:38:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1555,2023-02-23 16:38:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1556,2023-02-23 16:38:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1557,2023-02-23 16:38:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1558,2023-02-23 16:38:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1559,2023-02-23 16:38:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1560,2023-02-23 16:38:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,38,Smashes
1561,2023-02-23 16:38:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1562,2023-02-23 16:38:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1563,2023-02-23 16:38:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1564,2023-02-23 16:38:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1567,2023-02-23 16:38:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1568,2023-02-23 16:38:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1569,2023-02-23 16:38:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1571,2023-02-23 16:38:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1574,2023-02-23 16:38:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1575,2023-02-23 16:38:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1576,2023-02-23 16:38:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1577,2023-02-23 16:38:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1578,2023-02-23 16:38:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1579,2023-02-23 16:39:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Hits
1580,2023-02-23 16:39:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1581,2023-02-23 16:39:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1582,2023-02-23 16:39:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1586,2023-02-23 16:39:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1587,2023-02-23 16:39:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1588,2023-02-23 16:39:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1589,2023-02-23 16:39:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Hits
1590,2023-02-23 16:39:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1593,2023-02-23 16:39:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1594,2023-02-23 16:39:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1595,2023-02-23 16:39:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1596,2023-02-23 16:39:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1597,2023-02-23 16:39:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1598,2023-02-23 16:39:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1599,2023-02-23 16:39:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1600,2023-02-23 16:39:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1601,2023-02-23 16:39:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Smashes
1602,2023-02-23 16:39:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1605,2023-02-23 16:39:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1606,2023-02-23 16:39:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1607,2023-02-23 16:39:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1609,2023-02-23 16:39:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Smashes
1612,2023-02-23 16:39:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1613,2023-02-23 16:39:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1614,2023-02-23 16:39:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1615,2023-02-23 16:39:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1616,2023-02-23 16:39:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1617,2023-02-23 16:39:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1618,2023-02-23 16:39:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1619,2023-02-23 16:39:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1620,2023-02-23 16:39:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,34,Smashes
1625,2023-02-23 16:39:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1626,2023-02-23 16:39:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1627,2023-02-23 16:39:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1628,2023-02-23 16:39:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1631,2023-02-23 16:39:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1632,2023-02-23 16:39:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1633,2023-02-23 16:39:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1634,2023-02-23 16:39:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1635,2023-02-23 16:39:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1636,2023-02-23 16:39:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1637,2023-02-23 16:39:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1638,2023-02-23 16:39:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1639,2023-02-23 16:39:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1640,2023-02-23 16:39:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,77,Wrecks
1643,2023-02-23 16:39:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1644,2023-02-23 16:39:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Penetrates
1645,2023-02-23 16:39:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1646,2023-02-23 16:39:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1647,2023-02-23 16:39:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1650,2023-02-23 16:39:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1651,2023-02-23 16:39:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1652,2023-02-23 16:39:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1653,2023-02-23 16:39:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1654,2023-02-23 16:39:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1655,2023-02-23 16:39:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1656,2023-02-23 16:39:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Penetrates
1657,2023-02-23 16:39:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1658,2023-02-23 16:39:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1659,2023-02-23 16:39:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1662,2023-02-23 16:39:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1663,2023-02-23 16:39:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1664,2023-02-23 16:39:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1665,2023-02-23 16:39:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1666,2023-02-23 16:39:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1669,2023-02-23 16:39:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1670,2023-02-23 16:39:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1671,2023-02-23 16:39:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1672,2023-02-23 16:39:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1673,2023-02-23 16:39:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1674,2023-02-23 16:40:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1675,2023-02-23 16:40:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1676,2023-02-23 16:40:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1677,2023-02-23 16:40:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1678,2023-02-23 16:40:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1681,2023-02-23 16:40:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1682,2023-02-23 16:40:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1683,2023-02-23 16:40:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1684,2023-02-23 16:40:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1685,2023-02-23 16:40:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1688,2023-02-23 16:40:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1689,2023-02-23 16:40:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1690,2023-02-23 16:40:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1691,2023-02-23 16:40:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1692,2023-02-23 16:40:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Smashes
1693,2023-02-23 16:40:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Hits
1694,2023-02-23 16:40:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1695,2023-02-23 16:40:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Smashes
1696,2023-02-23 16:40:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1697,2023-02-23 16:40:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1700,2023-02-23 16:40:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1701,2023-02-23 16:40:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1702,2023-02-23 16:40:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1703,2023-02-23 16:40:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1704,2023-02-23 16:40:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1707,2023-02-23 16:40:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1708,2023-02-23 16:40:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1709,2023-02-23 16:40:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1710,2023-02-23 16:40:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1711,2023-02-23 16:40:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1712,2023-02-23 16:40:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1713,2023-02-23 16:40:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1714,2023-02-23 16:40:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1715,2023-02-23 16:40:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1716,2023-02-23 16:40:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Hits
1719,2023-02-23 16:40:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1720,2023-02-23 16:40:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1721,2023-02-23 16:40:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1722,2023-02-23 16:40:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1723,2023-02-23 16:40:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1726,2023-02-23 16:40:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Penetrates
1727,2023-02-23 16:40:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1728,2023-02-23 16:40:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1729,2023-02-23 16:40:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1730,2023-02-23 16:40:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1731,2023-02-23 16:40:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Penetrates
1732,2023-02-23 16:40:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,34,Smashes
1733,2023-02-23 16:40:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1734,2023-02-23 16:40:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1735,2023-02-23 16:40:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1738,2023-02-23 16:40:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1739,2023-02-23 16:40:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1740,2023-02-23 16:40:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1741,2023-02-23 16:40:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1742,2023-02-23 16:40:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1745,2023-02-23 16:40:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1746,2023-02-23 16:40:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1747,2023-02-23 16:40:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1748,2023-02-23 16:40:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1749,2023-02-23 16:40:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1750,2023-02-23 16:40:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1751,2023-02-23 16:40:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1752,2023-02-23 16:40:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1753,2023-02-23 16:40:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1754,2023-02-23 16:40:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1757,2023-02-23 16:40:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1758,2023-02-23 16:40:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1759,2023-02-23 16:40:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1760,2023-02-23 16:40:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1761,2023-02-23 16:40:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1764,2023-02-23 16:40:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1765,2023-02-23 16:40:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1766,2023-02-23 16:40:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1767,2023-02-23 16:40:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1768,2023-02-23 16:40:57,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1769,2023-02-23 16:41:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1770,2023-02-23 16:41:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1771,2023-02-23 16:41:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1772,2023-02-23 16:41:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1773,2023-02-23 16:41:01,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1776,2023-02-23 16:41:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,34,Smashes
1777,2023-02-23 16:41:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1778,2023-02-23 16:41:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1779,2023-02-23 16:41:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1780,2023-02-23 16:41:05,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,34,Smashes
1783,2023-02-23 16:41:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Grazes
1784,2023-02-23 16:41:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1785,2023-02-23 16:41:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,31,Penetrates
1786,2023-02-23 16:41:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1787,2023-02-23 16:41:09,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1788,2023-02-23 16:41:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1789,2023-02-23 16:41:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1790,2023-02-23 16:41:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1791,2023-02-23 16:41:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1792,2023-02-23 16:41:13,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Hits
1795,2023-02-23 16:41:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,39,Smashes
1796,2023-02-23 16:41:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1797,2023-02-23 16:41:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1798,2023-02-23 16:41:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1799,2023-02-23 16:41:17,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1802,2023-02-23 16:41:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Grazes
1803,2023-02-23 16:41:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
1804,2023-02-23 16:41:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1805,2023-02-23 16:41:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1806,2023-02-23 16:41:21,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,34,Smashes
1807,2023-02-23 16:41:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1808,2023-02-23 16:41:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,33,Smashes
1810,2023-02-23 16:41:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1811,2023-02-23 16:41:25,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1814,2023-02-23 16:41:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1815,2023-02-23 16:41:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1816,2023-02-23 16:41:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,29,Penetrates
1817,2023-02-23 16:41:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,24,Hits
1818,2023-02-23 16:41:29,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1821,2023-02-23 16:41:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1822,2023-02-23 16:41:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1823,2023-02-23 16:41:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,37,Smashes
1824,2023-02-23 16:41:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1825,2023-02-23 16:41:33,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1826,2023-02-23 16:41:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,32,Penetrates
1827,2023-02-23 16:41:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1828,2023-02-23 16:41:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1829,2023-02-23 16:41:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1830,2023-02-23 16:41:37,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1833,2023-02-23 16:41:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1834,2023-02-23 16:41:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1835,2023-02-23 16:41:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1836,2023-02-23 16:41:41,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1840,2023-02-23 16:41:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1841,2023-02-23 16:41:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1842,2023-02-23 16:41:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1843,2023-02-23 16:41:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1844,2023-02-23 16:41:45,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Grazes
1845,2023-02-23 16:41:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,14,Grazes
1846,2023-02-23 16:41:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,16,Glances Off
1847,2023-02-23 16:41:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1849,2023-02-23 16:41:49,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,36,Smashes
1852,2023-02-23 16:41:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1853,2023-02-23 16:41:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1854,2023-02-23 16:41:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1855,2023-02-23 16:41:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,30,Penetrates
1856,2023-02-23 16:41:53,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,35,Smashes
1859,2023-02-23 16:41:58,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1860,2023-02-23 16:41:58,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1861,2023-02-23 16:41:58,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1862,2023-02-23 16:41:58,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1863,2023-02-23 16:41:58,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Glances Off
1864,2023-02-23 16:42:02,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1865,2023-02-23 16:42:02,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1866,2023-02-23 16:42:02,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,21,Hits
1867,2023-02-23 16:42:02,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,23,Hits
1868,2023-02-23 16:42:02,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,22,Hits
1871,2023-02-23 16:42:06,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,28,Penetrates
1872,2023-02-23 16:42:06,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1873,2023-02-23 16:42:06,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,26,Penetrates
1875,2023-02-23 16:42:06,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,27,Penetrates
1878,2023-02-23 16:42:10,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,25,Hits
1879,2023-02-23 16:42:10,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1880,2023-02-23 16:42:10,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,19,Glances Off
1881,2023-02-23 16:42:10,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,18,Glances Off
1882,2023-02-23 16:42:10,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,13,Grazes
1883,2023-02-23 16:42:14,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,17,Grazes
1884,2023-02-23 16:42:14,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,15,Grazes
1885,2023-02-23 16:42:14,Hollindustries,Dravynea Uta,Bhaalgorn,Ogre II,20,Hits
